title	composer	composition_type	orig_raga	tala	aroh	avroh	swaras	raga	seq
Sitapate-Kamas-Tyagaraja-Kriti	ತ್ಯಾಗರಾಜ	ಕೃತಿ	ಕಮಾಸ್ [28]	ಆದಿ	ಸ ಮ! ಗ# ಮ! ಪ ದ@ ನಿ@ ಸ>	ಸ> ನಿ@ ದ@ ಪ ಮ! ಗ# ರಿ@ ಸ	"1 ; ; ; ಮಾ ; ಗಾ ; ಮಾ ಪಾ ; ; ಮಾ ನೀ ದಾ ನೀ ದಾ
2 ಪಾ ; ; ಪಮ ಮಾ ಮಗ ಗಾ ಮಾ ಪಾ ; ; ಮಾ ನೀ ದಾ ನೀ ದಾ
3 ಪದ ನಿದ ದಪ ಮಾ_ಪ_ದ_ ಪಾ_,_ದ_ ಪಮ ಗಾ ಮಾ ಪಾ ; ; ಸಾ> ; ಸ>ನಿ ನಿದ ದಮ
ಪಾ_,_ದ_ ನಿ ದ ನೀ ನಿದ ಪದಾ , ಪ_ಮ_ಗಾ_ ಮಾ ನಿದ ಪಮ ಪ ದಾ ಪ ಪಾ ; ; ;
1 ; ; ; ಪದ ನೀ ದನಿ ಸಾ> ನೀ ಸಾ> ; ; ; ; ; ; ;
2 ನೀ , ದ ಪಮ ಪದ ನೀ ದನಿ ಸಾ> ನೀ ಸಾ> ; ; ಸಾ> ಸಾ> , ಸಾ> , ಸ>ನಿ
3 ನೀ , ದ ಪಮ ಪದ ನೀ ದನಿ ಸಾ> ನೀ ಸಾ> ; ; ಪಾ ದಪಾ ದಾನಿ ರಿ>ಸ>
4 ನೀ , ದ ಪಮ ಪದ ನೀ ದನಿ ಸಾ> ನೀ ಸಾ> ; ಸಾ> ; ಮ>ಗ>ರಿ> ಸಾ> , ದನಿ
5 ಸಾ>_ರಿ>_ಸ>_ ನಿದಪಮ ಪದ ನೀ ದನಿ ಸಾ> ನೀ ನಿರಿ> ಸ>ನಿ ಸಾ> , ಸ> ಮ>ಗ>ರಿ> ಸಾ> , ದನಿ
6 ಸಾ>_ರಿ>_ಸ>_ ನಿದಪಮ ಪದ ನೀ ದನಿ ಸಾ> ನೀ ಸಾ> ದಾ ಸಾ> , ಸ> ಸಾ> ಸಾ> ಸಾ> ದಾ
1 ದನೀ ದಾ , ಸಾ> ; ನೀ ; ನೀ ನಿದ ಪ ದಾ , ನಿದ ಪಮ ಪಾ ; ದಪ
2 ಮಗ ಮಾ ; ಪದ ನೀ_,_ರಿ>_ಸಾ>_ ಸಾ>_,_ರಿ>_ನೀ_ ನೀ ನಿದ ಪ ದಾ , ಸ>ನಿ ನಿದ ದಪ ಪಮ ಗಮ
ಪದ ಪದ ನಿಸ>
; ; ; ಪಾ ಪಾ ಪಾ ; ಪಮ ದಪಾ ದಾ , ದನಿ ಸಾ> ಸ>ನಿ ನಿದ ದಪ
ನಿದ ಪ ಮಗ ಮ ಪದ ನಿದ ಪಮ ಗಾ ಮಾ ದಪಾ ದಾ , ದನಿ ಸಾ> ಸ>ನಿ ನಿದ ದಪ
ನಿದ ಪ ಮಗ ಮ ಪದ ನೀ ದಪ ಮಗ ರಿಗ ರಿಸಾ ಸಾ , ಮಾ ; ಗಮ ಪಾ ಮಾ
ಪಾ , ಪಾ ,
"	kamas	mgmpmNdNdppmmmggmpmNdNdpdNddpmpdpdpmgmp's'sNNddmpdNdNNdpdpmgmNdpmpdpppdNdN'sN'sNdpmpdNdN'sN's's's's'sNNdpmpdNdN'sN'spdpdN'r'sNdpmpdNdN'sN's's'm'g'r'sdN's'r'sNdpmpdNdN'sNN'r'sN's's'm'g'r'sdN's'r'sNdpmpdNdN'sN'sd's's's's'sddNd'sNNNdpdNdpmpdpmgmpdN'r's's'rNNNdpd'sNNddppmgmpdpdN'sppppmdpddN's'sNNddpNdpmgmpdNdpmgmdpddN's'sNNddpNdpmgmpdNdpmgrgrssmgmpmpp
Sumasayaka-Kapi-Swathi Thirunal-Varnam	ಸ್ವಾತಿ ತಿರುನಾಳ್ ಮಹಾರಾಜ	ವರ್ಣ	ಕಾಪಿ [22]	ರೂಪಕ	ಸ ರಿ@ ಮ! ಪ ನಿ@ ಸ>	ಸ> ನಿ@ ದ@ ನಿ@ ಪ ಮ! ಗ @ ರಿ@ ಸ	"1 ಸಾ> ಸಾ> ಸ>ದ ದಾ_ಸ>_ನಿ_ನೀ_ ಪ ಮಾ ಪಾ ನಿ ಪ ಮರಿ ಗಾ ; ರಿ ಗ
ನೀ ; ನಿಮ ಪಾ ; ನೀ
ಸಾ>_,_ದ_ ನೀ ನಿಮ ಪಾ ; ನೀ
ಸ>_ರಿ>_ಗ>_ಮ>_ ಗ_ರಿ>_ಸಾ>_ ಸ>_ನಿ_ದ_ಪ_ ಮ_ಗ_ರಿ_ಸ_ ನಿ<_ಸ_ರಿ_ಮ_ ಪ_ನಿ_ಸ>_ರಿ>_
ಗಮ ರೀ ; ; ರಿಗ ಸಾ ; ; ; ; ; ;
ನಿ_ಸಾ>_ಪ_ ರಿ ಮ - ಪಾ_ನಿ_ಪ_ ನಿ_ಸ>_ನಿ_ದ_ ನೀ ಪ ನಿ ಸಾ> ರಿ>_ಸ>_ನೀ_ ನೀ ಸಾ> ; ಸ>_ಸ>_ನಿ_ದ_
ರೀ> ರೀ> ಸ>_ರಿ>_ಗ>_ರಿ>_ ಮ>_ಮ>_ಗ>_ಗ>_ , ಸ> ಸ> ಸ> , ಸ> ಸಾ> ಸ>_ರಿ_>ನೀ_ ನೀಪಾ ಸ>_ನಿ_ದ_ಪ_
ರೀ> ಸ>_ರಿ>_ಪಾ>_ ಗಾ> ಸ>_ರೀ>_ಸ>_ , ಸ> ಸಾ> , ಸ> ಸಾ> ಸ_>ರಿ_>ನೀ_ ನೀ ಪಾ ;
1 ; ರಿ ಮ ಪಾ ; ; ರಿ ಮ ಪಾ ನಿ ಪ ಗಾ ಮ_ಪ_ನಿ_ಪ_ ಪ_ಮ_ ಗ ರೀ
2 ; ರಿ ಮ ಪಾ ; ; ರಿ ಮ ಪಾ_ಸಾ>_ , ನಿ_ಪ_ ಗಾ ಮ_ಪ_ನಿ_ಪ_ಪ_ಮ_ ಗ ರೀ
3 ; ಮ ಗ ಗ_ಪ_ಮ_ಗ_ ಮಾ ; ರಿ ಗ ಮಾ_,_ಗ_ ಪ ಗ_ಮ_ ರಿ_ಗ_ ಸ_ರಿ_ಗ_ಪ_ ; ಗ ರೀ
1 , ಸ ರಿ ಮ ಪಾ ; ಪಮ ನಿ ಪ ಗಾ ; ; ಗ_ಮ_ರೀ_ ; ರಿ_ಗ_ಸಾ_
2 ; ರಿ ಮ ಪಾ_ನಿ_ಪ_ ಸಾ> ; ಸ>_ಸ>_ ನಿ_ಪ_ ಗಾ ; ; ಗ_ಮ_ರೀ_ ; ರಿ_ಗ_ಸಾ_
ಗಾ ; ; ರೀ ; ನೀ< ಸಾ ; ; ಸಾ ; ರೀ ನೀ< ; ; ಪಾ< ; ನೀ< ರೀ , ಗ ; ಮಾ ; ನೀ
ಗಾ ; ; ರೀ ಪಾ ಮಾ ಗಾ ; ; ಮಾ ಗಾ ರೀ ಮಾ ; ; ಪಾ ನೀ ದಾ ನೀ ; ಪಾ ನೀ ಸಾ> ;
ಸಾ> ಸ>ನಿ ಸ>ರಿ> ಗಾ> , ನಿ ರಿ>ಸ> ನೀ , ನಿ ಪಮ ಗರಿ , ಮಪ ನಿ ಸಾ> ರಿ>ಗ> ರಿ>ನೀರಿ> ಸಾ> ಸ>ನಿ ದ ನೀಪ ನಿಮ ಪಾ ನಿಸ> ರಿ>ನಿ
ಮಾ , ನಿ ನೀ\ ಗಾ , ಗ_ರಿ_ ರಿನಿ< ಸಾ ; ; ಪಮ ಗರಿ ನಿ<ಸ ರಿಗ ಪಮ ಗರಿ ಮಗ ರಿಸ ರಿಗ
1 ಮಾ ; ; ಗಾ ; ; ರೀ ; ; ಸಾ ; ರೀ ನೀ< ; ; ಪಾ< ; ನೀ< ; ಸಾ ; ರೀ ; ಗಾ
2 ಮಾ ; ; ಗರಿ ಸ ರೀಗ ಮಾ ; ; - ದಪ ಮ ಗಾಪ ಮಾ ; ; - ಮನಿ ದ ನೀ ಪ ಮಾ ; ; ನಿ<ಸ ನಿ< ಗಾ ರಿ
3 ಪಾ , - ದಪ ಮ ಗಾ , ಪಮ ಗ ರೀ , - ಮರಿ ಗಸಾ , ನಿ<ಸ ರಿ ನೀ< , ಗರಿ ಗ ಮಾ , ನಿದ ನಿ ಗಾ , ರಿಗ ಮ ಪಾ , ಮ ಗಪ
4 ಸಾ> ; ; , ನಿಸ> ರಿ>ಗ> ಮ> ಗ>ಗ> ರಿ>ರಿ> ಸ>ಸ> ನಿನಿಪ - ಮನಿ ಪ ಗಾ ; ; ನೀ ನಿದ ದಪ ಪಮ ಮಗ ಗರಿ - ಮಪ ನಿಸ> ರೀ>
ಸಾ> \ ದಾ ನಿದ ಪದ ಮಾ ಗಮ ಪಾ ಮದ , ಪ ಪಮ ಗಾ ಗರಿ
ಸನಿ< ಸಮ ಗಮ ಪದ ನಿಸ> ನೀ ದಾ ಪಮ ಪದ ಮಾ , ಗ ಮಾ
ಗ ರೀ ಸ ಗಾ ಮದ ಮದ ಗಾ ಮದ ನಿಸ> ನಿದ ಮದ ನೀ ;
"	kapi	s's'sdd'sNNpmpNpmrGrGNNmpN'sdNNmpN's'r'G'mG'r's'sNdpmGrs.NsrmpN's'rGmrrGsN'sprmpNpN'sNdNpN's'r'sNN's's'sNd'r'r's'r'G'r'm'm'G'G's's's's's'srNNp'sNdp'r's'r'p'G's'r's's's's'ssrNNprmprmpNpGmpNppmGrrmprmp'sNpGmpNppmGrmGGpmGmrGmGpGmrGsrGpGrsrmppmNpGGmrrGsrmpNp's's'sNpGGmrrGsGr.Nssr.N.p.NrGmNGrpmGmGrmpNdNpN's's'sN's'r'GN'r'sNNpmGrmpN's'r'G'rN'r's'sNdNpNmpN's'rNmNNGGrr.NspmGr.NsrGpmGrmGrsrGmGrsr.N.p.NsrGmGrsrGmdpmGpmmNdNpm.Ns.NGrpdpmGpmGrmrGs.Nsr.NGrGmNdNGrGmpmGp'sN's'r'G'm'G'G'r'r's'sNNpmNpGNNddppmmGGrmpN's'r'sdNdpdmGmpmdppmGGrs.NsmGmpdN'sNdpmpdmGmGrsGmdmdGmdN'sNdmdN
Karuna Jaladhe-Nadanamakriya-Tyagaraja-Kriti	ತ್ಯಾಗರಾಜ	ಕೃತಿ	ನಾದನಾಮಕ್ರಿಯ [15]	ಆದಿ	ನಿ<# ಸ ರಿ! ಗ# ಮ! ಪ ದ! ನಿ#	ನಿ# ದ! ಪ ಮ! ಗ# ರಿ! ಸ ನಿ<#	"1 ; ಸ ರಿ , ಮಗ ರಿ ಮಾ ಮ ಮಾ ಮಾ , ; ಮಾ , ಮ ಮಾ ಪಪ ಮಗ ; ;
; ಗ ಮ , ಪಾಮ ಮಗ ಪಮ ಗರಿ ರೀ ; ಗ ಮಾ ಗ ರೀ ಸಾ ; ; ;
1 ; ಪಾ , ಗ ಮಾ ಪಾ ; ; ಪಾ ; ಪ ದಾ ಪ ಪಮ ಪಾ ; ; ;
; ಮ_ಪ_ದ_ಪ_ , ಮ_ಗ_ ಮಾ ಪದ ನೀ ದಾ ಪಾ ; ಪ ದಾ ಪ ಪಮ ಪಾ ; ; ;
; ಮಾ , ಮ ಮಗ ಮಾ ; ದಪ ದಾ ; ಪಾ , ದ ಪಮ ಮಗ ಪಮ ಗಮ ಗರಿ
ಸನಿ<
"	nadanamakriya	sRmgRmmmmmmmppmggmpmmgpmgRRgmgRspgmpppDppmpmpDpmgmpDnDppDppmpmmmgmDpDpDpmmgpmgmgRs.n
Etula brotuvo-Chakravakam- Tyagaraja-Kriti	ತ್ಯಾಗರಾಜ	ಕೃತಿ	ಚಕ್ರವಾಕ [16 ಮೇಳಕರ್ತ]	ಮಿಶ್ರ ಛಾಪು	ಸ ರಿ! ಗ# ಮ! ಪ ದ@ ನಿ@ ಸ>	ಸ> ನಿ@ ದ@ ಪ ಮ! ಗ# ರಿ! ಸ	"1 ; ; ಸ ರಿ ಗಾ ; ಮಾ ; ಪಾ ಪಮ ಮಾ ಗಮ ದಪ ದಾ ; ದನಿ ಸಾ> ; ನಿಸ> ನಿದ ಪಾ ; ದಾ_ನಿ_ದ_ ಪಾ_ದ_ಪ_ ಮಾ ಮಗ ರೀ ; ಪಮ
2 ಗರಿ ಸನಿ< ಸ ರಿ ಗಾ ; ಮಾ ; ಪ_ದ_ನಿ_ದ_ ಪಮ ಮಾ ಗಮ ದಪ ದಾ ; ದನಿ ಸಾ>_ರಿ>_ಸ>_ ನಿರಿ> ಸ>ನಿ ದನಿ ದಪಾ , ಗಮ ಪದ ನಿಸ> ನಿದ ಪಮ ಗರಿ ಪಮ
3 ಗರಿ ಸನಿ< ಸ ರಿ ಗಾ ; ಮಾ ; ಪ_ದ_ನಿ_ದ_ ಪಮ ಮಾ ಗಮ ದಪ ದಾ ; ದನಿ ಸ>ರಿ> ಗ>ಮ> ಗ>ರಿ> ಸ>ನಿ ದಪ ದನಿ ರಿ>ಸ> ರಿ>ಸ> ನಿದ ಪಮ ಗರಿ ರೀ ಪಮ
ಗರಿಸನಿ<
1 ; ; ದ ದ ನಿದ ಪಮ ದಾ ; ನೀ ಸಾ> ; ನಿಸ> ರೀ> ಸಾ> ; ದನಿ ಸಾ> ; ಸ>ನಿ ದನಿ ದ ಪಾ , ಮಾ ಮಗ ಪಮ ಮಗರೀ ಸಾ ;
2 ; ; ದ ದ ನಿದ ಪಮ ದಾ ; ನೀ ಸಾ> ; ನಿಸ> ರೀ> ಸಾ> ; ದನಿ ಸಾ>_ರಿ>_ಸ>_ ನಿರಿ> ಸ>ನಿ ದನಿ ದಪಾ , ದಾ_ನಿ_ದ_ ಪಾ_ದ_ಪ_ ಮಾ ಮಗರೀ ಸಾ ;
3 ; ; ದ ದ ನಿದ ಪಮ ದಾ ; ನೀ ಸಾ> ; ನಿಸ> ರೀ> ಸಾ> ; ದನಿ ಸ>ರಿ> ಗ>ಮ> ಸ>ನಿ ದನಿ ದಪ ದನಿ ಸಾ>_ರಿ>_ಸ>_ ನಿ_ಸ>_ರಿ>_ಸ>_ ನಿದ ಪಮಗರಿ
ರೀಪಮ
; ; ಪಾ ಪಾ ; ಪಾ ಮಾ ಮಗ ಪಮ ಗರಿ ಗಾ ಮಾ ಪಾ ; ; ; ಮಾ ಪದಾ ಪ ಪಾ , ಮ ಮಗ ಪಮ ಗರಿ ಗಾ ರೀ ಸಾ ;
; ; ದ<ನಿ< ಸಾ ; ಸಾ ; ನಿ<ರಿ ಸನಿ< ದಾ< ನಿ<ಸ ರಿಸ ರೀ ; ; ; ಸರಿ ಗಾ ; ಮಾ ; ಗಮ ಪದ ನೀ ನಿದ ದಾ ಪಾ ;
; ; ದಾ ನಿದ ಪಮ ದಾ ; ದನಿ ಸಾ>ನೀ ನಿಸ> ರೀ> ಸಾ> ; ದನಿ ಸಾ> ನೀ ನಿಸ> ರಿ>ಸ> ರೀ> ; ಸ>ರಿ> ಗಾ> ; ಪ>ಮ> ಗ>ರಿ> ಸಾ> ;
; ; ರೀ> ರೀ> ; ಸಾ> ; ನಿರಿ> ಸ>ನಿ ದಾ ಪದ ನೀ ದನಿ ಸಾ> ದನಿ ಸಾ>_ರಿ>_ಸ>_ ನಿರಿ> ಸ>ನಿ ದನಿ ದಪಾ , 1) ದಾ_ನಿ_ದ_ ಪಾ_ದ_ಪ_ ಮಾ
ಮಗರೀ ರೀಪಮ
2) ಗಮ ಪದನಿಸ> ರಿ>ಸ>ನಿದ ಪಮಗಮ
ಗರಿಸನಿ<
"	chakravaka	sRgmppmmgmdpddN'sN'sNdpdNdpdpmmgRpmgRs.NsRgmpdNdpmmgmdpddN's'R'sN'R'sNdNdpgmpdN'sNdpmgRpmgRs.NsRgmpdNdpmmgmdpddN's'R'g'm'g'R'sNdpdN'R's'R'sNdpmgRRpmgRs.NddNdpmdN'sN's'R'sdN's'sNdNdpmmgpmmgRsddNdpmdN'sN's'R'sdN's'R'sN'R'sNdNdpdNdpdpmmgRsddNdpmdN'sN's'R'sdN's'R'g'm'sNdNdpdN's'R'sN's'R'sNdpmgRRpmpppmmgpmgRgmpmpdppmmgpmgRgRs.d.Nss.NRs.N.d.NsRsRsRgmgmpdNNddpdNdpmddN'sNN's'R'sdN'sNN's'R's'R's'R'g'p'm'g'R's'R'R'sN'R'sNdpdNdN'sdN's'R'sN'R'sNdNdpdNdpdpmmgRRpmgmpdN's'R'sNdpmgmgRs.N
Hariharavinuta-Gambhiranata-??-Geeta	?	ಗೀತ	ಗಂಭೀರ ನಾಟ [36]	ಆದಿ	ಸ ಗ# ಮ! ಪ ನಿ# ಸ>	ಸ> ನಿ# ಪ ಮ! ಗ# ಸ	"ಸ> ಸ> ನಿ ಪ ಪ ಮ ಗ ಮ ಪ ನಿ ಸ> ನಿ ಪ ನಿ ಸಾ>
ಸ ಮ ಮ ಮ ಗ ಗ ಮ ಪ ಗ ಮ ಗ ಗ ಸ ಸ ನಿ< ಪ<
ನಿ< ನಿ< ಸ ಗ ಸ ಸ ಗಾ ಸಾ> ನಿ ಪ ಗ ಮ ಗ ಸ
ಮ ಮ ಮ ಗ ಗ ಗ ಸ ಸ ಪ ನಿ ಪ ಮ ಪಾ ಪಾ
ಪ ನಿ ಸ> ನಿ ಪ ನಿ ಪ ಮ ಗ ಮ ಪ ನಿ ಪ ನಿ ಸಾ>
"	gambhiranata	s'snppmgmpn'snpn'ssmmmggmpgmggss.n.p.n.nsgssg'snpgmgsmmmgggsspnpmpppn'snpnpmgmpnpn's
Deva Sree-Madhyamavathi-Tyagaraja-Kriti	ತ್ಯಾಗರಾಜ	ಕೃತಿ	ಮಧ್ಯಮಾವತಿ [22 ಖರಹರಪ್ರಿಯ ಜನ್ಯ]	ಮಿಶ್ರ ಛಾಪು	ಸ ರಿ@ ಮ! ಪ ನಿ@ ಸ>	ಸ> ನಿ@ ಪ ಮ! ರಿ@ ಸ	"1 ; ; ; ಸಾ , ನಿ< ಸಾ ; ರೀ ; ; ರೀ ಸಾ ರೀ ; ರೀ ಮಾ ರೀ ರೀ , ಮ ಪಾ ಪಾ ಪಾ ಮನಿಪಮ ರೀ ಸಾ ರೀ ಪಮ
3 ರೀ ; ಸಾ ರಿಸ ನಿ<ಪ< ನಿ<ಸ ರಿಸ ರೀ ; ; ರಿಮ ಪಮ ರಿಸ ನಿ<ಸ ರೀ ಮಾ ರೀ ರೀ , ಮ ಪಾ ಮಾ ರಿಮ ಪನಿ ಸ>ನಿ ಪಮ ರಿಸ ರೀ ಪಮ
4 ರೀ ; ಸಾ ರಿಸ ನಿ<ಪ< ನಿ<ಸ ರಿಮ ರಿಸ ರೀ ; ರಿಮ ಪಮ ರಿಸ ನಿ<ಸ ರಿಮ ರಿಮ ಪಾ ಪಮ ರಿಸ ರಿಮ ಪನಿ ಸ>ರಿ>ಸ> ನಿಸ>ನಿ ಪನಿಪಮ ಪಮರಿಮ
5 ಸರೀ ಸಾ , ರಿಸ ನಿ<ಪ< ನಿ<ಸ ರಿಮ ರಿಸ ರೀ ; ರಿಮ ಪಮ ರಿಸ ನಿ<ಸ ರಿಮ ರಿಮ ಪಾ ಪಮ ರಿಸ ರಿಮ ಪನಿ ಸ>ರಿ> ಮ>ರಿ> ಸ>ನಿ ಪಮ ರಿಮ ಪನಿ ಸ>ನಿ
1 ಪಮ ರೀ ಸಾ ಸಾ , ನಿ< ರೀ ; ಸಾ ರಿರಿಸನಿ< ನೀ< ಪಾ< ನೀ< ; ಸಾ ರೀ , ಮ ಸರೀ ಸ ಸಾ ; ನಿಸಾ> ರಿ>ಸ> ನಿ ಪಾ ; ಮ ಪಾ ನಿ
2 ಪಮ ರೀ ಸಾ ಸಾ , ನಿ< ರೀ ; ಸಾ ರಿರಿಸನಿ< ನೀ< ಪಾ< ನೀ< ; ಸಾ ರೀ , ಮ ಸರೀ ಸ ಸಾ ; ನಿಸ> ರಿ>ಸ> ರಿ>ಸ> ನಿಪ ಮಪ ನಿಪ ನಿಪ
3 ಪಮ ರೀ ಸಾ ಸಾ , ನಿ< ರೀ ; ಸಾ ರಿರಿಸನಿ< ನೀ< ಪಾ< ನೀ< ; ಸಾ ರೀ , ಮ ಸರೀ ಸ ಸಾ ; ನಿಸ> ರಿ>ಮ> ರಿ>ಸ> ನಿಪಾನಿ ಮಪ ಸ>ನಿ
4 ಪಮ ರೀ ಸಾ ಸಾ , ನಿ< ರೀ ; ಸಾ ರಿರಿಸನಿ< ನೀ< ಪಾ< ನೀ< ; ಸಾ ರೀ , ಮ ಸರೀ ಸ ಸಾ ; ಸರಿ ಮಪ ನೀ ಮಪ ನಿಸ> ರೀ> ನಿರಿ>
5 ಸ>ನಿ ಪಮ ರಿಸ ಸಾ , ನಿ< ರೀ ; ಸಾ ರಿರಿಸನಿ< ನೀ< ಪಾ< ನೀ< ; ಸಾ ರೀ , ಮ ಸರೀ ಸ ಸಾ ; ಮರಿ ಪಮ ನಿಪ ಸ>ನಿ ರಿ>ಸ> ಮ>ರಿ> ಮ>ರಿ>
ಸ>ನಿ ಪಮ ರಿಸ ಸಾ , ನಿ< ರೀ ; ಸಾ ರಿರಿಸನಿ< ನೀ< ಪಾ< ನೀ< ; ಸಾ ರೀ , ಮ ಸರೀ ಸ ಸಾ ; ; ; ; ; ; ; ;
1 ; ; ; ಸ>ನಿ ಪಾ ಪಾ ; ಪಾಮ ನಿಪಮ ರೀ ಸಾ ರೀ ; ರೀ ಮಾ , ರಿ ರೀ , ಮ ಪಾ ; ಮಪ ನೀ ಪಾ ನೀ ಮಾ ಪಾ ನೀ
2 ಸಾ> ; ; ಸ>ನಿ ಸ>ನಿ ಪಾ ; ಮಪ ನಿಪ ಪಮ ರೀ ಸಾ ರೀ ; ರೀ ಮಾ , ರಿ ರೀ , ಮ ಪಾ ; ಮಪ ನೀ ಪಾ ನಿನಿ ಪಮ ಪಾ ನೀ
3 ಸಾ> ; ; ಪನಿ ಸ>ರಿ> ಸ>ನಿ ಪಾ ಮಪ ನಿದ ಪಮ ರೀ ಸಾ ರೀ ; ರಿಪ ಪಮ ಮಾ ರಿಮ ರಿಮ ಪಾ ಮಪ ಮಪ ನೀ ಪನಿ ಸ>ನಿ ಪಮ ಪಾ ನೀ
1 ಸಾ> ; ; ಸಾ> , ನಿ ರೀ> ; ಸಾ>ರಿ> ರಿ>ಸ>ನಿ ನೀಪಾ ನಿಪಪಮ ನಿಪ ನೀ ; ಪಾ , ನಿ ಸಾ> , ರಿ> ಸ>ನಿ ಪಾ ; ಮಾ , ಪ ಪಮ ರಿಮ
ನಿನಿ ಮಾ ನಿಪ ನೀ ; ಪನಿ ಸಾ>_ರಿ>_ಸ>_ ನೀ ನಿರಿ> ಸ>ನಿ ಪಾ , ಮ ರಿಮ ಪನಿ ಸ>ನಿ ಪಮ
ನಿನಿ ಮಾ ನಿಪ ನೀ ; ಸ>ರಿ>ಮ> ರಿ>ಸ>ನಿ ನಿಸ> ರಿ> ಸ>ನಿಪ ಪನಿಸ>ನಿಪಮ ರಿಮ ಪನಿ
ಸ>ನಿಪಮರಿಸ
ಪಮ ಪಮ ಪಾ ಮಪ ನೀ ಪಾ ಮಾ ಪಾ , ಮ ನಿಪ ಪಮ ರೀ ರೀ ಸಾ ರಿಸಾರಿ ಮರಿ ಸನಿ< ಪಾ< ನೀ< ಸಾ ರಿಪಮ ರೀಸ ರೀ ಮಾ ಪಾ ಪಾ
ಪಾ_ನಿ_ಪ_ ಮಾ ಪಾ ಸ>ನಿ ಪಾ
ಪನಿ ಸಾ> ರಿ>ಮ> ರೀ> ಸಾ> ಸಾ>_ರಿ>_ಸ>_ ನೀ
ಸಾ_>,_ರಿ>_ ಮಾ> ಮ>ರಿ> ಮ>ರಿ> ಸಾ> ಸ>ನಿ ಪಾ ಪನಿ ಸ>ರಿ> ಮ>ರಿ> ಸ>ನಿ ರಿ>ಸ> ನಿಪ ಸ>ನಿ ಪಮ ನಿಪ
ಪಮ ರಿಮರಿಸ
"	madhyamavati	s.NsrrsrrmrrmpppmNpmrsrpmrsrs.N.p.Nsrsrrmpmrs.NsrmrrmpmrmpN'sNpmrsrpmrsrs.N.p.Nsrmrsrrmpmrs.NsrmrmppmrsrmpN's'r'sN'sNpNpmpmrmsrsrs.N.p.Nsrmrsrrmpmrs.NsrmrmppmrsrmpN's'r'm'r'sNpmrmpN'sNpmrss.Nrsrrs.N.N.p.NsrmsrssN's'r'sNpmpNpmrss.Nrsrrs.N.N.p.NsrmsrssN's'r's'r'sNpmpNpNppmrss.Nrsrrs.N.N.p.NsrmsrssN's'r'm'r'sNpNmp'sNpmrss.Nrsrrs.N.N.p.NsrmsrsssrmpNmpN's'rN'r'sNpmrss.Nrsrrs.N.N.p.NsrmsrssmrpmNp'sN'r's'm'r'm'r'sNpmrss.Nrsrrs.N.N.p.Nsrmsrss'sNpppmNpmrsrrmrrmpmpNpNmpN's'sN'sNpmpNppmrsrrmrrmpmpNpNNpmpN'spN's'r'sNpmpNdpmrsrrppmmrmrmpmpmpNpN'sNpmpN's'sN'r's'r'r'sNNpNppmNpNpN's'r'sNpmppmrmNNmNpNpN's'r'sNN'r'sNpmrmpN'sNpmNNmNpN's'r'm'r'sNN's'r'sNppN'sNpmrmpN'sNpmrspmpmpmpNpmpmNppmrrsrsrmrs.N.p.NsrpmrsrmpppNpmp'sNppN's'r'm'r's's'r'sNs'r'm'm'r'm'r's'sNppN's'r'm'r'sN'r'sNp'sNpmNppmrmrs
