name	raga	seq
shrI vishwanAtham - chathurdasha rAgamAlika - Adi - MuthuswamiDikshithar	gowri	RRgRsRs.nss’n.n.n.p.p.ns.nsRsRgRRgRsRs.nRs’n.n.n.p.p.ns.nsRmpn'snpmRRgRsRs.nRs’n.n.n.p.p.ns.nsRmpn's'R'snpmRgRsRs.nRs’n.n.n.p.p.ns.ns.nsRmpn's'R'snpn's'R's'snpDnpmRgRsRRmgRss.n.DRpDpmmmgRsRpmgRsDpmgRmmpDpmmmgRsRRsRgRRss.nsRRs.nsRssRRpmpsRgRsRmp'snn'sDpmgRsRssRRpmpnnmpmRs.nsR.nsRgmpmnp'sn'R'snp'R'R'snpmR.nsRgmRgmRs’nsRmppnpn's'R's'R'snpmgmRspnp'snpn's'R's'R'g'm'R's'snpmppn'sD'R's'RD'spD's'sgDpgRspgDDpD'R's'g'R'spDgpD's'sgDpgRsDpDgpgpgRs’DsRgmRs.nsRmpn'smRsnpmgmpnp'sn'R'g'R'snn's'Rn'R'R'snDpmgRmpD's's'g'R's'snppmRgRs.n’p.nss.DRRmDpmggRpmDD'sDppmDpmggRssRs.ns.D.m.D.nsRgmDmgRsDmgRss.n.D.nsRgmDmgRssDnDpmgmgmpDn'sgmDnpmgRspmDpmmgRsRgmpDn'sgmDnpmgRsRRgmppmpDn's'RDnDpmDpmRgmRRsDpmpmDp'sn'R'sn's'RDnDpmDpmRgmRRss.D’nsppmggpmgmRgmpsRgmpDn's'Rn'sDpmgRDpmggpmgmRgmpDmpgnDpD'R'snpD'g'R'snDsDDpmRsRmpD's'sDp'sDpDpmRpmDp'sDmRpRmpDpDpgRgpgDpgRssRgpgDp'sDD'g'R'sDpgRsgpgDpgRsgRgsR.DsRgpgDDpmRsRmpD'sDmpmgRsRgsR.n.D.p.DsRgmpmgRs.nsRgpmpgmRsRgmpDn'R'g'R's'smgmDDpmmDmgRs.n.D.m.D.nsRsRmmDD'sDpmgRDpDgpgpgRs’DsRgmRs.nsRmpnpmRsnpmgmpnp'sn'R'g'R'snn's'Rn'R'R'snDpmgRmpD's's'g'R's'snppmRgRs.n’p.ns
ShriChakraRaja - Ragamalika - Adi - Agasthiyar	jhanjhooti	gmgrsssssss.N.d’Ns.dgmgrgmgrss.dsrgmpmgrs.N.d’Ns.d.N.pdssrgmgmgmggrsr.N.pdssrgmggpmmggrsrmmmmgpmgrgmpppmdpmgmmmsrrpmgrgmppmpdNdpmgrpmgmggrsr.dsrgsrrpmmgmggmppprgmdppmdpmggpmgmggrsr.pdsrsrrpmmgsppmpmmgrsssrgrsrgsppmpmmgrsssrgmpmgrggrgmpdppdpmpppgrgmpdppdpmpppdpmmmmgmpdpmdpgrrgmppNdpgggggggrgmppmgrsmmmmmmmpmgrrgmpdpmgpmgrssrgrmmmmmmmmgsrrpmgrsrgrmmmmmmmmmmpmpmgmpgmpppmdpdpdpmpdpdmgmpddddddpdNdmpppNdpmgggmmmgmppmmggmggrsppdppppmdpdmpmgsgmsrgggmmggmpdpmgsgpmmgpmmrsssdpppdpdpmgsggmmdp.p.dsrgsrmgggdpmmggpmrs
ShridharaPahi - Jayanthashri - Roopakam - MysoreVasudevacharya	jayanthashri	s.NsmGmDN'sDN's's's'sNDDNDmmppmGss.NsmGmDN'sDN's's's'sN's'G'sNNDDN'sNNDDmppmGGss.NsmGmDN'sNDmDN's'GN's'sN's'G'sN'sNDN'sNDN'sNDmpmGsGGssNND'sNDmDN's'sN'sN's'G's'm'm'G'sNDN'G'sNDD'sNDmpmGsmGmGmDDmDNDN'sDN's's'sN's'G's'sNDN'sNNDDmppmGGsDmpmmGpmGsG.NssG.NsmmmGmGmDDmmmGmGmDNNs's'sN'sN's'G's'sNDN'sNNDDmppmGs
ShriLakshmiVaraham - Abhogi - Adi - MuthuswamiDikshithar	abhogi	sdmGGrrsdsrGmd'sd'r'sdmGmGGrrsdsrGmdGmd's'G'r'sd'r'sd'sdmdmGGrrsrGrsrGmd'G'r'sd'r'sd'sdmdmGrGrsrGrs.dsrGmdd's'r'sdmGrmddmd's's'd's'r'r'G'G'r'r's'r'sdmd's's'rd's'r'G'm'r'G'G'r'r's'r'sdmd's's'rd's'r'G'm'G'r'm'G'G'G'r'r's'G'r'sdmd's'r'sd's'rd's'r'G'm'r'G'G'r'r's'r'G'm'r'G'G'r'r's'sd'r'sdmrGGrrs'r'G'm'G'G'r's'sd'm'm'G'r'r's'r'G'r'G'm'm'G'r'G'r's'r'sd'sdmmGrGrsrGmGrrsrs.dsrGmd'r'sdmd's'sdmGmd'srGmmGrs.drsGrmGmd'r's'sdmd's'sdmGmdmmdmd's'sdmmGGrrmmGmdmdd'sdmrGGrrrsrGmGmddm's'd'r's'G'r'r'sdmrGGrrGrs.dsrGmmd's'sdmd'srGmGGrsr.dsrGmd'sdmGrs'sd's'r'r'G'r's'r'G'r's'r'sd's'sd'r's'r'sdmd's'r'sdmrGGrrrGmGrsrsrsdsrGmGmdmd'sd's'r'G'r'G's'rd'sdmd's'r'G'r'sd'sddmGmd's
shrIman nArAyaNa - BowLi - Adi - Annamacharya	bowli	ssRgggsRgpDpssRggggpgRgpDp.DsRgRs‘'npsRggggpD'sDpgRgpD'snDpDpDpDpgRss.n.D.p.DssRsgpD'sD'sDpppDpDpgDpgRsgpD's'sn'snnDDpDpDpgDpgRsgpgRgpDpDppDpppDpgDpDpgRgDpgpppDppgDppDppggpD's'snnDDpgpDpDpgpD's's's's's'R'g'R's's'R's'R'g'g'p'g'R'snDpDpD'sDpgDpgRsRsRgggggRgpppgpDpppggpDpDpgpD's'R's's'R's'R'g'g'g'g'p'g'R'snDDpgpD's'R'g'p'g'R'snDDpgpD'R'snDpgpDpgRs
shringagiri nilayE - sunAdhavinOdhini - Rupakam - Veena vEnkatagiriyappa	sunadhavinodhini	sndMgMgsss.nsgMMdnddnMdMdnn's's'sndn's's'g's'g'M'g's'g'sn'sndndMdnggMdM'sndMgMgsg.nsgMgMgMdnn's's'sndn's's'g's'g'M'g's'g'sn'sndndMdn's'snddnddMddMggMggsss.n.d.d.n.d.d.M.d.nsgsgMgMdn'sdn's'g's'g'M'M'd'M'g'g'M'g's'g'snsndn's'sndMddMgsgsgMgMdMdn'sn
shringAra - Janaranjani - Varnam - Adi	janaranjani	pmrgmpmrs.d.p.Nsr.NsrgmpmrsrgmppmrgmprgmpdpN'sN'r'sdpmrs.NsrgmpN's'r'sN'sdpmpN'rN'sdpmdpmrgmpN's'r'r'g'm'r'p'm'r'sdpN's'rN'sdpmdpmrs.Nsrgmpdpmrgmdpmrgmrs.p.d.p.Ns.Nrs.Nsrgmpmdp'sN'r's'r'g'm'r'p'm'r's'rN'sdpmrgmrsrgm'sdpN's'r'sdpmrgmrs'sdp'm'r'sgmdpN'spdpmr.NsrgmdpN's'sdpmrgmrs.d.p.NsrgmdpN's'r'g'm'r's'sdpmrgmdpmrgmrs.d.p.NsrgmpN's'r'g'm'p'm'r'sdpmrgmdprgmr.NsmrpmdpN's'r'g'm'rN's's'r'g'm'p'm'r'g'm'rN'spN'sgmprgmr.Ns.NsrgmpN
shuddha dhanyAsi - Jathiswara - MishraChapu - Thanjavur Quartet	shuddha dhanyasi	sNpmG.Ns.NsGmpN's'sNppmGmpNpmGs.NsGGmpN's'G'sNpmGGmpNpmGss.NsGmpNppmmppmmGGmmGG.N.NssGmpN's'G'm'GpN'spsGmG.NsGmpNs'sNppmmGG.N.Ns.N.NsGmpN'sNpmpNpmGmpmGs.NsGmpN'G'm'G'G'sN'sNpmGmNpmGGs.N.p.m.G’p.NsGmpNN'G'sNpNpmGsGmpN
ShuddhaDhanyasi - ShreeRaja - Varnam - Adi - Muthaiah Bhagavathar	shuddha dhanyasi	ppmGspmGsmGsGGsmmGpmNNpmGsGmGmpsGmpNppmmGGssGGsmmGpmGs.N.p.NsGmpN'sNpmpmGmpGmpNpN's'sNNpmGsGmpNpN'spN's'G'G'sNpmpN's'G'm'm'G's'sNpNpmGmppNpNpmpNNpmpmGmGmpsGmpNppmGmGmpssmGmpmGmpN.NsGmpNmpGmpN'sNN'sppNmmpGmpNpmGGmpNmpN'spN's'G'm'G'sNpN's'G'mpN's'G'm'm'G's'sNpmppmGs.NsGmpN'sp'sNpNppmGsmGs'sNpNpmpmGmpGmGs.N.p.Ns'spNGmpNppNppmmpmGmGs.NsGmGmpN'sN'spNmpGmGmNNmGs.N.NGmpN's'G'GNNGGmGs.NsGmNpNmpNGmpNp'sNNpmpmpGGNNpNpmGmGsmGs'sNpmGsGmpN's'GN'spNmpGmpN's'G'G'sNpm
ShuddhaSaveri - Aanalekara - Geetham - Tisra Thriputa	shuddha saveri	r'm'r'r'sd's's'sdpmpdd'sddppmrdddpppdddpppmpdppmrsrsrpmpsrsrppdppmrrsrmmdpd's'srrsdpmp
shyAmaLAngi mAthangi - shyAmaLa - Adi - MuthuswamiDikshithar	shyamala	sMGrMMpDMpppddDDpMpMGrMMpDMpppdDppM's'sdDpMppMGGGrs's'sdDpMppMGrGGrsppMpDDp'sp'sdDppMMpGrrs.dDsrGrsMGGrspMpDdDD'r'G'G'r'sdDpMGGrsGrGMpGMpDDdDpDpMpMGrsrGr.DsGrpMDpdDpD's'r'G'G'r'sdDpMGr
Shyamale Meenakshi - Nottuswaram - Chaturshra Eka Tala - Muthuswami Dikshithar	shankarabharanam	srgmppdn'sndpgmdmrgpgsrmrnsspppmmmgggrrrppdpmmpmggmgrrgr
siddhi vinAyakam - shanmukhapriya (chAmaram) - Rupakam - MuthuswamiDikshithar	shanmukhapriya	ppMrGrrs.N.D.NsrGGrrGrsrGMpDNDpMGMpMGrssGrrs.N.D.NsrGGrrGrsrGMpDN's'r'G'r'sNDpMGrrssGrrs.N.D.NsrGGrrGrsrGMpDN's'r'G'r'sNDpMGrrssGrrs.N.D.NsrGGrrGrsrG'r'sNDpMGrs.NsGrGMpMDpMss's's'r'G'G'r'r'sN'r'sNDN'sss's's'r'G'G'r'r'sN'r'sNDN's's's'sN'r's'r'sNDpDN's'rpDN's'r'G'G'r'r'sN'r'sNDN's's'sN'r's'r'G'G'M'M'p'M'r'G'rN's'r'G'rNN's'r'G'r's'sN'r'sNDpMpppMpDpMGrGrssrs.N.D.NsrrGpMrGsrGr.NGrrsNDpMDpMGrGMpMGrsssppppMNDpMpD'r'sNDDpDNDpMpDNDN's'r'G'G'r'r's'r'sNDDN'ss'sN'r'sN'sNDpDN'sNDpMpMGrsrGMppGMpDMGMp's'r'G'r'sNDp's'spp'r'sNDpM
siddhi vinAyakam - mOhana kalyANi - Adi - MuthaiahBhagavathar	mohana kalyani	gppdpMgrrs.n.dsgMrgppddpMgrrs.n.dspdpMgMrgpd'sndpMgrrs.n.dspdpMgMrgpd'g'r'snndpMgrggrs.n.d'g'g'rsndpMdddppMggpd's'snd'r'sdddpddpMggpd's'snd'g'r'sdddpd'r'sdpMggpd's'snd'g'r'sd'g'r'g'r's's'sndgdpg'snddpMgrd'g'r'g'p'M'g'r'r'snd'g'r'sndgpd's'r'g'r'sndpMgrss.n.dsrgdpMgrs.n.dsrgpd'sndpMgrgpMgpMg'snd'snd'g'r'spd'r'sndpMgrsrgpdgdrgpd'sd'rpd's'r'g'r'g'g'r'g'snddpdpMggrgs.n.d'g'r'sndpMgMrggggrsrggdpppgrgss.dsrgpdpMggppdpMg
simhavAhinE amba - simhavAhini - Rupakam - MuthaiahBhagavathar	simhavahini	pDpmgpmmggrs.nsgmDDpmpDn'snDppmgrgmpDn'snDnDpmpDpmgpmgrgrssrgmpDn's'g'r's'g'r'snDppmgrgm'snDpDn's'sn's'g'm'm'g'g'r's'g'r'snDpDn's'sn's'g'p'm'm'g'g'r's's'g'm'm'g'g'r's'g'r'snDppmgrgmpDn'snDpmgmpmgrs.nsmgmgmpDn'sDn's'g'm'g'g'r'r's'snnDpmpDpmpmgmgrssgmpDDpDn'snDpmDp'snDpDn's'sn's'g'm'm'g'g'r's'g'r'snDpDn's'sn's'g'p'm'm'g'g'r's's'g'm'm'g'g'r's'g'r'snDppmgrgm
smarAmyaham sadhA rAhum - ramAmanOhari - roopakam - MuthuswamiDikshithar	ramamanohari	spMgpMp'sdNNddpMppMgRsgRs.N.p.dgRgMpdpdpMgpMp's'sNdNpdNdpMpdNdpMgMgRsgRs.N.d.NsRgMpdssRggMppMppd'sNdppMpdNddN's's'R's'R'sNdN's'sNdpMgRgMgRRss.Ns.d.N.d.N.d.NsggMRgMppNdpdNddNpMpd'g'R'sN's'sN'R's'g'R'M'g'M'g'R'sddNppMpdMpdNdpMpgMpdN'sN's'sN'R's'M'g'R'sNdN'sNpdNdpMgR
SmaraneOndheSaaladhe - Purandaradasa - Malayamarutham - Adi	malayamarutham	pgpdNdpgpgRs.NsRggpddpdNdNgpdsNdpNdpgpsRggpNdN's'sddNdN'sNsR'sNdsNdpdNsNdppgdpgR'sNdNdpgdpgpgRgpdN's'R'g'R'sNdpdN'sN'R'sNd'sNdpNdpgdpggpdN's'sN'R'spggpdN's'sNd'sNNdpd'sNdppNdpNddpggpdN's'sN'R's'sdsNdppgdpgpgRs'R'g'R's'sNdpgpdN's'R'g'R'sNd'R'sNdpgpgRgpgRs.s.N.d.NssRpggRgpgpgRsRgR.s.N.d.NssRpggRgpgpgRgpdNdpNdpgRdpgRsNdNdpgdpgRgpdNdpNdpgRgpdpgRsgpdN'sNdpd'sNdppppNdpggpdN's'sN'R'sd'sNdppppdNdNdpggpdN's'sNd'sNNdpd'sNdppNdpNddpggpdN's'sN'R's'R'g'R's'sNdpgpdN'sdsNdppgdpgpgRs'R'g'R's'sNdpgpdN's'R'g'R'sNd'R'sNdpgpgR
sogasugA mRdhanga - shri ranjani - roopakam - thyAgarAja	shri ranjani	NdNdmmrGGr.Ns.d.NsmGGrrsrGmNdN'r'sNdmmrGGrmGr.Nsr.NsmGGrrsrGmdN'G'G'r'r'sNdmdN'sNdmGrsrGmdmGmGrGrs.d.NsdmGrGsrGmdN's's'sNNdmmGrsrGmmdddmGrGdmGrsdN'G'G'r'sNdmdN'sNdmGrsrGmmdN'sNdmGrGdmGrsdN'G'G'r'sNdN'sNdmdN'sN'smdN'sNdmGrGdm'sNdmdNNdN's'sNddN'sN's'sNdmdNNdN's's'r's'rNddN's'r'G'r'G'r's'sNdNdNNdN's's'r's'rNddN's'r'G'r'r'G'm'G'r's'r'G'r'GdN'G'r'r'sNddN's'r's'G'r'r'G'm'r'G'm'G'r's'r'G'r'G'r'm'G'r'sdN'sNdNdm'r'm'G'rN'sN's'r's'r'm'G'r's's'm'G'G'r'srGmdmmGrGrsdmrGGrrs.NsrGmmNdN's'sN'sN'sNdN's'sN'sN's'sNdmNdN's's'r's'rNdN's'r'G'r'G'r's'sNdmNd'G'r'r'sNdN's'r'G'r'G'r'r'G'm'G'r's'r'G'r'G'r'm'G'r'sNdN's'sNdmdN
Sogasujoodatharama - KannadaGowla - Roopakam - Thyagaraja	kannadagowla	mGsrGmppGsrGmGsrGmp'sNdpmGsrGmGsrGmpp'sNddpmGsrGmppN'sNddpmpmGs.NsrGmsrGmpN'sNddpNdpmGGsrGmpN's'r'G'sNddppmp's'sN's'sNdppmp's'sN'spN's'sNdppmp's'sN'spN'spN's'sNdmpmp's'sN'spN's'r'G's'sNNdmpmp's'sN's'r'r'G'm'G's'm'G'sNNdp's'sNdpmG'm'G'sNdpN's'r'G'm'G'G's'sNdpmGssrGmpN'sNdpmGs.NsrGmp'sNNNdddpppmmmGGsspp's's'r'G'm'G'sNdpmGrGmGsrGmpN's'r'G'm'p'm'G'sNdpmGsppppNNddpmGmppp'sNdpmmGsrGmGmGs.NsrGmpNNddp
sOmAskandham - Nottuswaram - Muthuswami Dikshitar - Thisra Eka - ShankharAbharaNam	shankarabharanam	pgpmdpdn'spgpmdpgsrpgpmdpdn'sgpmgrs.nsggpgsrrmr.nggpgsrr.n.p.pggpgsrrmr.ngggpmgrs.ns
soorya - thAm thAm - thillAna - Adi - rukmiNi ramaNi	soorya	sgmDNDDmgmDNN'sNDmDDN's'g'gmDN's'sDD's'gN'sDNmD'sNDmgsNNNmDN's's'g's'g's'g'sDN's's'g'g'g'm'g'm's'g's'gN'sN's'm'm'g'g's'sNNDDmmNDmgsssmmggDDmDN's's'gN'sDNmDgmgssmgmDmDmNDN'sN's's'm'g'sNDN's'm'sDmmmgsgmDmgs's'm'gsmgmDN'sDgmDN's's'g's'g'm'g'sN'sN's'sNDDNDNNDmgmDmDmgsgsmgDmNDgmDN's's'ssmmmgDDDmNNDN's's's'gN'sDNmD'sNDmgmgs
SriJaalandhara - GambheeraNattai - Adi - SriJayachamarajaWodeyar	gambheera nata	ppmgmpp'snpmgmpmggss’nsgsggmgmpmpnpmgmppmgmpn's'sn's'g'snpmnppmmggss’nsgsggmgmpmpnpmgmpmgs‘'n'pnsgmpnpn's'g's'g'm'g'snpmnppmmggss’nsgsgggssnnpp'g'g'snpmgmpnpp's'sn's'g's'g'g'm'p'm'g's'sn's'g's'g'm'g's's'g'snpp'snpmgmppmgsgmpmp'snp'snpmgmpn'sn'spnpn's'g'sn'g's'g'g'm'g'snp'snpmpmgsgmpppnmmmpgmgpmnpmpmgsmgpmnp'snpmgmpmnpnmpgmgpmnp'sn'sn's'g'snp'snpmgpmgsssgssmsspmnnp's's's'g'gnn'sppnmmpspmgss'snpmgs's'm'g'snpmgmpn's.nsgmp'm'g's'snnpmsggmgpmmgs.nsgsgmmgsnnpmpmmgmppnp'sn'snp'snppn'snpmgmppmmgmgsgss.nsssmgmpmgmpnpn'snppmgsnnp'g'g'sn's'g's'g'm'g'm'p'p'm'm'g's'sn'snp'sn'spnpn'snpmgmpmgs'g's'snpmgmpn'snp'p'sn'sn's'g's'g'm'g'snpn'snpmnppmmggs'g'snp'g'snpgmpnp'snpnpmgmgsgmppmnp'sn'm'g'sn'g's'g'g'g'sn'snpn'snppmggsgm
srimadhAdhi thyAgarAja - kalyANi - Roopakam - MysoreVasudevacharya	kalyani	s's'snpdn'r's'snndpM'sndn's's'sn'g'r's'r'sndpMpdn's's'snMdn'g'r'snndpM'sndn's's'sn'g'r's'r'sndpMpdn'sndpMgMpddn'r'rn'r'g'r'sn'g'r'sndpMpdn's'r'sndpMgMpddn'r'rn'r'g'M'p'M'g'r's'sn'g'r'sndpMpdn's'r'g'r's'rn'rnpdndMpgMrMpnddMgrndrgMndndMgMd'g'rndn'rd'g'rn'rd'rnMdMgr'M'g'rn'rd'g'r'snd'r'sndpdn's'rMpdn'srgMpdnppgMppMpddn'sndppMpdpdpMgrgMgMgrgMppdMdMdn's'rnn'sddnpMpdn'snndppMgMrgMpdn'r'r'sndpndpMgrgMdp'sndn's's'r'g'r'snd'sndp'sndpMgpgMpMgpMnd'r's's'r'g'r's'sndn'r's'r'g'g'r's'sndn's'r'g'r's'snddpMgMpdn
subrahmaNyEna - shuddha dhanyAsi - Adi - MuthuswamiDikshithar	subramanyena	mmmGGsmGmmmGmpmmGpmGsmmmGGssGmmGmpN'sNpmpmGmGmGspmmGGssGmmGmpN's'G'm'G'sNpmpmGsmGmmGmpN'sNNppmGsGmpmmGGssGmmGmpN's'G's'G'm'G'sNpmpmGssGs.NsmGmGmpN's'GN'spNmNpmGsGppN's'sN'spN'sNpmpmmN'sNNpN's'sN's's'G'm'G'sNpmpmmpN's'G'm'G'G'm'G's'm'G's'sNpNpmGGGsGs.NsmGmmmGGsGmmGGss.N.p.NsGsmGmpppNpNppmp'sNN's'sNppmGmppGmmGmpNN'sNNppN's's'm'G'sNpNpmGmmGmpNpN'm'G'sN's's'G's'G's'm'G's'G's'G'sN'G'sN'sN'sNpmGs
sudhAmayi - amruthavarshiNi - Rupakam - MuthaiahBhagavathar	amruthavarshini	snpMgMgs.ns.n.p.p.nsgMgMpMp'snpMpn'snpn'snpMgMpnpMgss.n.p.p.nsgMgMpMp'snpMpn's'g'sn'snpnpMpMgMpnpMgss.n.p.p.nsgMgMsgMp'snpsgMpn's'g'M'g'snpn'snpMgMpnpMgMgss.n.p.p.nsgMgMsgMp'snpsgMpnpn's's's'snppMpn's's'spn's'g's'snppMpn's's's'snpMpn's'g's'snppMpn's's's'snpMgMpnpn's'g's'snppMpn's's'snpMgMgsgMpnpn's'g'M'g's'sn's'g'gn's'g's'snpMpn'snpMgsgMMppn'snppMgsgss'snppMgsgs'sgMpn'snppMgsgss.n.p.nsgMpMpn'sn's'g's'g'M'g'snp's'sppsgMpn's'sppsgMpn's'sppsgMpnpnpMpgMgssss.n.p.nsgMgsgMppnppMgMpgMpMgMpMgss.n.p.nsgMpMpgMpnpMgsgMp
suguNamulEy chEppukonti - chakravAkam - Rupakam - Thyagaraja	chakravakam	pdNdpmmpmgRss.NssRgRgpmgRgmpdNdpmpdpmmgpmgRss.N.d.NsRsRgmppmgRsRgmpdN'sNdpmpdpmmgmpmgRsgRs.N.d.NsRgmpddNdppmgRgmpdN'sNdpmpdpmmgmpmgRspmgRsRgmpdN's'sNNdpmpdN's'R'sNdpmpdNdpmmgpmgRspmgRsRgmpdN's's'R'g'R'sN'R'sNddpNdN's's's'sNdN'sN'R's'sNdN's's'R's'sNdN's'R's'R's's'R'sNdN's'sN's'R's'R'p'm'g'R'R's'sN'g'R's'sNNdpdN'sN'R'sNddpmmmmmgRpmgRRssRgRs.NsRmgpmgRgmppmdppmmmmmgRgmpmgRRssRgRs.N.d.NsRgmpmgRgmpp
sujana jeevana - khamas - Roopakam - thyagarAja	khamas	mgsmgmgmpdppdNdmppNNdpmgsmgmgmpdppdNdmp'spmgsmgmgmpdppdNdmp'r'sp's's's'sd'r'r's'sdNNdpm's'm'g's'sddN's'r'sNdpmd'r'sNdN'sNNdpdppdNdmpmpdNd'r'sNdN'sNNdpdppdNdmp'sppppddN'sNdpdmpdNdpmgmppppd'sNdppmdpmgssgmpdd'sNdp
sukhi Evvaro - kAnada - Adhi - thyAgaraja	kanada	.NsrGmmpmGmrsrs.Nss.d.N.d.NsrGmppmGrGmpmGmrsrs.Nss.d.N.d.NsrGmdN'sppmGrGmpmGmrsrs.Nss.d‘'dN’d.NsrGNdpmGrGmpmGmrssmGrss.N‘'dN’d.NsrGGmdN'sNpmGrGmpmGmrssmGrss.N‘'dN’d.NsrGGmdN's'r'G'm'r'sNpNdpmGmrssmGrss.N.N.d.NsrpmpmGGmrsGmdN's's'r'sNNNNNN'sNpGmdN's's'r'sNNNNN's'r'sNpGmdN'sN's'r'G'r's'r'sNNNNN's'r'G'r'sNpGmdN'sdN's'r's'r'G'm'r's's'r'sNNNNN's'r'G'r'sNppGmdpdNNpGmddNdN'sNppGmddNdN's'r'sNpmNddppmGmpmGmrspmpmpmGmrs.Nsrsss.d.N.d.NspmpmpmGmrsGmrs.d.N.drs.NsrGmdNdpdpmpmGGmrsssdNd.Nsrs.NsrrsrpGmNdppmGmp
sunAdhavinOdhini - Jathiswara - Adi - Prof_RN Doreswamy	sunadhavinodhini	sndMgs.nsgMdn'sndMgs.d.nsMgsgMgMdn'sndMgs.nsgsMgdMgMdn'sndndMdMgsgs.n.d.nsgMdn's'sndnndMddMgMMgsgMgMdn's'gn'sdndMgMgsgMdn'sMdn'sdn'snMdMdgMdMggs.n.d.nsgs.ns.ns.d.nsMMgssddMgsndMgsg.ns.d.nsgMdgMdn'sndnMdgMdgMdMgsMMgddMnnd'sndMdndn's'g's'M'g'sndn'g'sndMdMgMdndndMdngMdn's'g'sn'snd'sndMgMndn'snddndMMdMggMgssgMdn'sn'sndndndMdMdMgsgMdn'sn's'g'sn'sdn'sndnMdndMdngMdn'sn'sndndMdMgMgsgs.n.d.nsgMdn's'M'g'M'g'sndn'g's'g'sndMdndMgMdn
sunAdhavinOdhini - Varnam - Khanda Roopakam - Gali Penchala Narasimha Rao	sunadhavinodhini	gMdn'sndMdn'sndMgnddMMgsgMdgMsgMdgMdn's'g'sndn'sndMgMsgMdMgMgs.n.d.nsMgdMndMgMdn'sn'sdnMdn's'g'M'g'sn's'g'sndM'sndMgndMgsgMdgMdndMdMgs.nsgMdnMdgMsgMdMgsndMgs.n.d.nsMgdMndMdngMdn'sndn's'g's'M'g'sn'sdnMdgMdsgMd.nsgMdn's'g's'M'g'snd'g'sndnM'sndMdgndMgsdndnMdn'sndMgMgsMgdMndMgMdMgMgsgs.nsgMdndndMdnddMMgsdMgndM'sndMgMddnMMdgMndMdMgsgMgMsg.ns.d.nsgMndnMdgMdn's'gdn's'g'sndMndMgsgMnndMgs.ngsMgdMnd'sndnMdgMdn'sdnMdn's'g'M'g'sdn'g'snMd'sndgM'sn'sdn's'g'sndM'sndMgndMgsgMdn's'g'sn'sdnMdngMdnsgMdn'sdnMdgMdn's'g's'M'g'g'sn'sn'sdnMdndMdgMsgM.nsgMndnMdn's'g'sndn'sndMdndMgM
sundhara nandhakumAra - madhyamAvathi - Adi - Oothukadu Venkatasubbaier	madhyamavathi	srss.N.p.NssrrpmrsrmpNs.NpmNpmrmrsmrpmNppmrspp'r's'sNppNN'sNpmpNpmrmrs.N'r'r'r's'r'm'r's'sNppN'spN's'sN'r'sNppNN'sNppmpNNpmrmrs.Nrpmrsss.NsrmrmpmprmpNpN'sNpmNpmrmrsrpmrs.Nrs.N.p.Nsrrrrsrmrrsrs.NsrmrmrsrrpmppprmpNpmpNppN's'r'mp'sNpmpNNpmrmrsppmrmpNpmrmrrs.NsrsrmrmpmpNpmp'r's's'sNppNN's's's'sNpmppmrpmrsrmppmpNpmrmrsmrpmNNpmpNN's's'sN's'r'r'm'r's'sNNppN's'sN'r's'sNpmNpmrmrsN'sNpmpNpmrmpNpmpNp'r'sNpmpN's'sNp'r'r'r'm'r'r'sNpN's's'm'r'sNpmNppmrmrspmNpmrsrmpNpmrpmrmrss.Nrs.N.p.Nss.NsrmrmpNmpN's'r'm'r's'r'sNpNpmrmrs's'sN'r'sNpNpNmpNpmpmrmrs.NsrmrmpmrmpNpmpN'sN'r'sN'sNppNpNpmpN'sN's'r'm'r's's'r's'r'sNN'sNppNmpN's'r'p'm'r'm'r's's'r'sN'sNpN's'sN'r'sNpN'sNpmrpmrspN'sNpmpNNpmrmpNmprmpNppmmrsrspmrsNpmrs'sNpmrsrmpN's'r'm'r'sNpmrsN's'sNp'r's'sNpNpmrmrsmrpmNpNNpmpN's'r's'r'p'm'r'm'r's's'rNN'sNpN'sNpmrmrspNpmppN'sN's'spN's'r's's'r'm'r'sNpNN'r'sNpmrmrsrrrrsrpmrmrsrmpmrmpN'sNppN's'sN'r's'r'sN'sNpp'sNpNmp'sN'spN's'r'r's'r'r's'r'm'r's'r'm'r'sNpN's'r'm'r'r'm'r's's'r'sN'sNpN'sN'r'sN'sNpNNpmpmrmrs
Suraranjani - Lakshana Geetham - Adi - B RajamIyer	suraranjani	sgprmd'sndpmgrrsgprmdd'sndpmd's'g'p'm'g'r'sndpmmgrsgprmdd'ssggprmmdd's'g'p'm'm'g'r'sndpmgrsgprmdd'snndprmd's'g'r's'sndpmgrs
SwaamiNannuBrova - Kaanada - Aadi - ThiruvotriyurThyagaiyer	kanada	GGmpmGmrsr.N.s.d.NsrGGmpNpmGGmrsr.N.s.d.NsrGGmpdNdpmGmrsr.N.s.d.NsrGmddN'N's'r'sN'sdpdNNddpmGmddN's'r'G'm'r'sN'sdN'sNNpmGmddN's'r'G'G'm'r'sNN'sdNdpmGmddNN's'r'sN'sNdN's'r'G'm'r'sN'sdNs'r'G'm'r'sN'sdNdpmGmpGmrs.Nsrsrsr.Ns.d’NsrGmddNN'sdN'sdN's'r'G'm'r's'rN'r's'r's'sN'sdpdNNddpmpmGmrs.Nsrs.Ns.d.NsrGGGmpmpGGmdpdNdpGmddNN's'r'sN'sNdN's'r'G'm'r'sN'sdN's'r'G'm'r'sN'sdNdpm
