name	raga	seq
Devamanohari - Jathiswara - Adi	devamanohari	sNdNpmrsrpmrsrmpdN's'r'm'r'r'sNdN's'r's'sNdNppmrsrmpdN's'r'm'srNsdNpmpdNpmpdN's'rN's'r'm'r'sNdNpmrmpdN's'r'mpdNs'rmpdNppddNN's'sNdNpmrpmrmrsrmpmrmpdN's'r'm'r'sNdNpmrmrmpdN'r'r'm'r's'r'sN'sNdNpmrmpdN's'r'r'sNdN'sNdNpmrrmpdNsrmpdN's'r'sNNN's'sNddNppmppmrmrssrmpdN'sN's'r'mdN's'rpdN'sNdNpmrsrmpdN'sNdN
dEvi kamalAlayE - Garudadhwani - Adi - Mysore Vasudevacharya	garudadhwani	pdn's'r'sdpgmpdn'sdpdn's'r'g'r'sdpgmpdn'r's'sdpgmpgmpgrgmpgrsgmppdn's'r's's'sdpdn'sn's'sn's'r'g'r'g'r's'sdpdn'sn's'r'r'g's'r'g'g'r'g'r's'sdpdn'sn's's'r'g'm'p'g'r'g'r'spdn's'r'sdpgmpgmpgrgmpgrsdn'sdpdn's'rpdn'smpdn's's'r'g'm'p'g'r'sdn'sdpgrsdpgrs'sdpgrsdppppdpgrs.nsrgmgmpgrs.d.nssrgmp'sdpdn'sn's'sn's'r'g'r'g'r's'sdpdn'sn's'r'r'g's'r'g'g'r'g'r's'sdpdn'sn's's'r'g'm'p'g'r'g'r'spdn's'r'sdpgmpgmpgrgmpgrsdn'sdpdn's'rpdn'smpdn's's'r'g'm'p'g'r'sdn'sdpgrsdpgrs'sdpgrs
dEvi meenAkshi - kalyANi - roopakam - Thacchur Singarachari	kalyani	sndpdndpMgrsrsrgMpMgMpdn's'r'g'r'sndpdndppMgrrgrrsss.n.d.n.drpMndpMgMpdn'sndMdndpMgMpdpdnn'sMpdnn's'r'r'sndpd'r'sdpMggMMddpMgrsggrgMppppMMdp'sndn's's'sn'r's'g'r'sndpdn's'sdpMgMpd'rgggggrgMppMgrgMpndpgMpMdMgrsssrss.n.d.nsrggrgMp's's'snpd'sndpMgMpdp'sndn's's'sn's'r'g'g'r's's'sndpd'sndpdndpMgrsggggrrgMpppMpdp'sndn's's's'sn'r's'g'r'sndpdn's'sdpMgMpdn
dEvi neeyE thuNai - keeravANi - Adi- pApanAsam sivan	keeravani	snDn's'snDpm'snDn'sn's'r'sn'r'snDpm's'r'G'r'snDn'sn's'r'sn's'r's'r'snDpmmpmGrGmpDmmpDnmDpmGrGmpnDpDmpDpDnGmpDpmpmGrGmpDnDpmpDpDn's'G'r'sn's'r'r'r'G'm'm'r'G's'r's'r'sn's'r'r'G'G'm'G'r'G'r'G'G'r'rn's'r'G'r'sn's'r'G'r'G's'r'G'p'm'r'G'G'r's'r's'r'G'r's'snDn'sn'rnDpmpDn's'r'G'r'snDn'rn's'r'snDpmpDn's'r'G'r's'snDn'rn'r'snDpmpDDn's'r'G'r's'snDn'rDn'r'G'r'snDpmpDn's'r'G'rDpmpmpDnDmpmpmGrGDpmpmpDn'r'snDmpmpmpDpmGrGDpmpmpDn'r'snDmpmDpmGrGmmpDpDDppmpDpDDmpmmmpppnDpDmpDDn'r'snmmmpppnDpDmpDDn'r'snDn'snDn'sn'r's's'r'sn's'r'G'r'G's'rn'sDn's's'G'r'r'sn's'r'G'm'r'G'G'r'r'snDnpDn's'r'G'r's'sn's'r'G'm'r'G'G'r'r's'r'G'r'snDn'rn'rnDmpDnD'G'r'snDn'rn'r'snDpmpDn
dEvi poorNa mangaLa - dhanyAsi - Adhi - Violin T_ Chowdaiah	dhanyasi	sppmmGmpN's'R'sNDpmpN's'RmGpmDpmGmpN's'R'sNDpmpN's'RGmpN's'R'sNDpmGmpN's'G'R'sNDpDmppN's'R'spN's'RN'sNDpmGpmGRs'spN's'RN'spNmpmGpmGRsN'spN's'G'R'sN'R'sNDpmGRspN'sNDpmpN's's'RN'spN's'R'sNDpNDpmpN's's's'G'RN's's'm'G'R's'RN'spN's'R'sNDpmGpmGRs.N's'G'm'p'm'G'R's's'G'R's'RN'spN's'R'sNDpDpmGRsR.NpppmGpmmppmGGmppDpmGGGGmGpmNpmGRspN's'sNDpmpN's'RN's's's'm'G'R's'RN'spN'sNDppmGpmGRs.NsGmpNDpmGpmGDpGRsR.Ns.p.N.NsmppNN's's'p'm'G'R'sDpmGRsGmpN's'm'G'R'sN'sNDpmGRs.N
DeviBrovaSamayamidhe - Chinthamani - Aadhi - ShyamaSastri	chintamani	Grrssrs.NsrsrpMGGrrsGrrrppMGGrrs.NsrsrsrpMdpMGGrrsGrrrpMddpMGrsrsrrpMdpMGGrrsssssrppppdpdpMMMMpdNdpMpMGrrppMGGGrrssdpdrppppdpdpMMMMMpdpdNdpMGrrppMGGGrrsrpMprGGrrssrGrrs.Ns.Ns.p‘'dNsrGsrrpMprGGrr.N.NGrsrs.Ns.Ns.p‘'dNsrGsrrpMprGGrr.N.NGrsGr.NsrGGrsGrs.NsrsrrppMGGGrrsssspMpdNdpMpddNNNdN'sN'sNN'G'r's'r'r's's'sppMpdNdpMGGrs
dhaivamu neevE - gurupriya - Adi - Dr_M_Balamuralikrishna	gurupriya	MdMgrsrgrs.N.d.d.NsrgsrgMMdMdMgrsMgrs.N.d.d.NsrgsrgMMddNNNdMggrsMgrs.N.d.d.NsrgsrgMMddN'sN's'sNdMgrsMgrs.N.d.N.d.N.M.d.Ns'sNdNNd'sNdMNdMgMdN'sN'r's'rN'sN'r'sNdMdNNdMgMdNgMgrs's'rs.N.d.NsdN's'r'gsrgMdMNddMMgggMdM'sNNddN's'rN'sN'r'sNdN's'r'g'r'g'r's'r's'r'sNdNd'sNdMg
Dhanashri - GeethaDhuniki - Thillana - Adi - SwathiThirunal	dhanashri	GRRsR.NsppNmp'sN's's's'RNp's'RN'spNmpGmNpNpN's's's'RNN's'G'G'R'sNpN's's's'RNNN'N's's's'G'G'G'R'RN'sNppNNN's's'sNDmpGssmGGpmmNppppGmpN'sNDpGGNpGRsppNp'sNR'sNDpGGNpGRs.NsGmsGmpGmpNpmpNN's'G'RN's'G's'G'R'R'sNp's'RN'spNmpmNppmpGmmppp'sNDppmpGmGmppNp's'R'R'sNDpNpN'sNN's'G'R'sN's'm'G'G's'RN's's'sN'R'sNDppmNpmGmN'sppmpNpGNpmGGsRss.NsGsGmp.NsGmpNpmGmNp'sN'G'R'spN'sN's'G'R's'RN'sNDpGmpGGmGRs.NsmGGGGmNpNpN'sN'sN'sN's'G's'G's'G'G'sN'RsNpNpNp'sN'spNpmGmGmp'sN'spNmNp
Dhanyasi - Jayakarunasindho - Lakshana Geetham - Dhruva - Paidala Gurumurthy Sastry	dhanyasi	.p.p.N.Ns.NsGmGRs.N.D.p.Ns.NsmGGRsGmpGmpmGRs.Ns.N.D.p.NsGGRsGGmmm.N.NssGGmGmpmpGmpGmGRs.N.D.p.NsGmpmGRspmpGmpNpGmGGRs.NsGmpGmGGRRss.N.D.p.NsGGRGRsssGGmpmGmpss.N.D.ps.N.D.p.Ns.p.NsGG.N.p.NsmGRsmGpmpNGGmmppNNGmpGRsmGmpNN'spN'sN'spp'sNNDppmpmGmGGGRss.N.D.p.NsGmpmGRspmGRspmpmGGRRs.N.D.p.N.NsGGRsGRs
dhArini dhElusukoNti - shuddha sAveri - Adi - thyAgarAja	shuddha saveri	sdpmrssrrss.dsrmpd'sd's'r'sdppmdpmrrsrrss.dsrrpmpd'sd's'r's'r's'sd'sddpmpmmrssrmrrss.dsrpmpd'sd's'r's'r's'sd'sddpdppmpmmrmrrsrsssrmrrss.dsrmpd'sd's'r's'r's'sd'sddpdppmpd'sdpmpdpmrsrmrrss.dsrmpd'sd's'r's'r'sd'sdpdpmpmrmrsrssrmrrss.dsrmpd'sd's'r's'r'sd'sdpdpmpd'sdpmpdpmrsrmrrss.dsrmpd'sd's'r'm'r'sd'sdpdpmmpd'sdpmpdpmrsrmrrss.drssdddpmpd'sd's'r's'r'm'r'm'r'sdd's'r's'r'sdpmpd'sdpmrsrmrrss.dsrmpd's'r'sdpmrsdddpmpd'sd's'r's'r'm'rd's'r'spd'sdmpdprmpmsrmrsrmrrss.dsrmpd's'r'sdpmrsdmpdd's's'r'r'm'm'm'r'm's'r's'rd'sd'spdpdmpmprmrmssrmrrss.dsrmpd's'r'sdpmrsdmpd'sd's'r'm'm'r'r's'sdd'r'r's'sddppddppmmrrsrmrrss.dsrmpd's'r'sdpmrsdddpmpd'sd's'r'm'r'm'r's's'r'sdd'sdppdpmmpmrrmrssrmrrss.dsrmpd's'r'sdpmrsdmpd'sd's'r'm'r'sd's'r'sddpmpd'r's's'sddppmmrrsrmrrss.dsrmpd's'r'sdpmrsdmpd'sd's'rpd'sdppmpdpmrsrmpddppmprmrmpmpddpmpd's'r'sdpmpmdpmrmmpddppmpd'sdpmpdpd's'r's'r'sdpmpd'sdpmrsrmpddppmpsrmrrmpmmpd's'sdpm'sdpmpmdpmrmmpddppmpmpdsrmrrmpmmpd's'sdpd'sdpmpmdpmrmmpddppmpdpmrmpdpd'sd'r'sdd'sdpmpd'sdppmdppmrmpddppmpdpd'sdd's'r'r'r'm'r'r'm'r'sd'sdd'sddpdpmrmpdpd'sd'sd's'r'sd'sddpdpmrmpd'm'r'r'm'r'r'sd'r's'sd'sddpdppmpdpd's'sd'sd's'r'sd'sddpmpdppmrrmrmpmpd's'r'm'r'm'r'r'sd'r's'sd'sddpdppmpdpdpd's'r's'sddppmmpd'sdpmrmpmpd'm'r'r'm'r'r'sd'r's'sd'sddpdppmpdpd'sd'sd's'r's's'r'r's'sdpdpmmpmrrmrsrmpddddddppd'sdd's'sd'sddppmmppmrrmpd's'sdpmpmdd'sddppdpd's'sd'sddpmmpppmrrmpdpmpmpmdddddppd'sdd'ssrmrrmpmmpdpd'sd'sdpmpmrsrmpmmpdpmdddpd'sdd's'r's'sdpmrsrmrmpmpdpd'spd'r's'sdpmpmrsrmpd'sdpmpmdd'sddppdpdpd'sdd's'sd'sddppmmppmrrsrmpdppmrsrmrrss.dssrmpd'sdd'sddppmpmdpmdpmrsrmrss.dsrrmpdppmppd'rsdppdpmpmpddppmpd'sd's'r'm'r'r'm'r'r'm'r'spddppmpdpdpmd's's's's'r'r'm'r'r'm'r'r'sd's'r'sd'spdppdd'r'r's's'sd'sddppmpd'sddppmrmpdpmrmrsmpd'r's'sd'r'sddppmpd'r'spdppmdppmrmpmpdspdpmpmpmrmrrpmrmrsrmpdd'sd'sdpd'sddpppddpmpdpmrsrrpmrmrsrmpdd'sd'sdpdpmpd's'r'm'r'sdpdd'r'sdpd'sdpmrmpddpmpd's'r'rrmrm'r'sd'spdd'r'sdp'sdpmrrpmpd
dharmasamvardhini - madhyamAvathi - Rupakam - MuthuswamiDikshithar	madhyamavathi	rrrsrpmrsrsrs.Nrs.Nprsrrrrsrrpmrsrsrs.Ns.N.Nrs.NprsrrrrsrmpN'sNpmrsrsrs.Nsr.Nsrmrs‘'NpprsrrmrmppNpN's'r's'sN'sNpmrmpNpNpmrsrmrmppNpN's'r's'sN'sNpN's'r'm'r'r's'sNNppmrsrmmpmrmppNN'sNpN's'r's'sN'sNpN's'r'm'r'r's'sNNppmrrmmrmpmmNppppNpmpN's's'sNN's'r'm'r's'sNpN'sN'r's'sNppNppmrrs'sNN's'r'm'r's'r'r'sNpN's'r's'rN'spNmprmpN's'r'sNpNpmrmrsrrrrmpmrmrssrsss.N.p.Nsrsrrrrrrmpmrmrssrmsrsss.N.p.NsrsrrrmrmppNpNNpmp'r's'sNppmrmpNpmrpmrrmrmrmppNpNNpmpppppppNmpN'sNN's'r'm'r's's'r'sNpN's'r's'sNppN'sNppmrmrsNN's'r'm'r's's'r'r'sNpN's'r's'rN'spNmprmpN's'r'sNpNpmrmrsrmrmpmpppppNmp'sN's's'sN's'r'm'r'sNpN's'r'sNpNpmrmrs
DhAsanaMaadikoEnna - Nadhanamakriya - Adi - Purandaradasa	nadanamakriya	sRpmmgpmRRs.nsRssR.ns.nsRpmmgpmRRs.nsRssR.nsRmRmmmgmgR.nRgmgRsRmRmmmgmpmgRpmgRsRssmgpmRRs.nsRssR.nsRmRmmmmgmgRsRgmpgmpppppmpDpDpDmmmgmgDpDgmpmgRpmgR
dhAsharathE - Dhenuka - Rupakam - VeenaSubbanna	dhenuka	DpmGmppDnDnDDpmDpmGmppDn's'R'G'R'snDpmpDppmGRsRGmppDnDn'snDpmDnDnpDpDn'snDDppmpDn'snDpmGmppmGRs.n.D.nsRGmpmGmpDn's'R'G'R's'snnDDppmGRGmDnn'snDmpDpDn'snnDn'snDmpmGRs.nsRGmpDnnDpmpmGmGRs.nsRGmpDn'snnDn'snDmpmGRs.nsRGmpDn's'R'G'R'snDppmGRs.nsRGmpDpppmppmGRGmpDmppmGRsRGmpDmpDnDnn'snDmpDpDn'snnDnnDpmpDnDmpDpDn'snnDn'snDmpmGRs.nsRGmpDpDnnDmpmGmGRs.nsRGm
dhAsharathE - Nottuswaram - Muthuswami Dikshitar - Thisra Eka - shankarAbharaNam	shankarabharanam	s.d.pssrgmgrs.n.d.psrgrrrmgrsgmpdmrs.n.d.p.d.nsrsppgppgdddddppgppg.drrrrmgmpdn'sn'smgmpdn'sn's
Dhatu Varise	mayamalavagowla	sRgRsRgmRgmgRgmpgmpmgmpDmpDpmpDnpDnDpDn's'snDn'snDpnDpDnDpmDpmpDpmgpmgmpmgRmgRgmgRssmgRsRgmRpmgRgmpgDpmgmpDmnDpmpDnp'snDpDn's'spDn'snDpnmpDnDpmDgmpDpmgpRgmpmgRmsRgmgRssgRmsRgmRmgpRgmpgpmDgmpDmDpnmpDnpnD'spDn's'sDnp'snDpnpDmnDpmDmpgDpmgpgmRpmgRmRgsmgRssgRgsRgmRmgmRgmpgpmpgmpDmDpDmpDnpnDnpDn's'sDnD'snDpnpDpnDpmDmpmDpmgpgmgpmgRmRgRmgRsmgRgsRgmpmgmRgmpDpmpgmpDnDpDmpDn'snDnpDn'spDnD'snDpmpDpnDpmgmpmDpmgRgmgpmgRsRgRmgRssmgmRgsRsgRgsRgmRpmpgmRgRmgmRgmpgDpDmpgmgpmpgmpDmnDnpDmpmDpDmpDnpsnsDnpDpnDnpDn's'spDpnDsn'sDnD'snDpnmpmDpnDnpDpnDpmDgmgpmDpDmpmDpmgpRgRmgpmpgmgpmgRmsRsgRmgmRgRmgRssRsgRgmgsgRgsRgmRgRmgmpmRmgmRgmpgmgpmpDpgpmpgmpDmpmDpDnDmDpDmpDnpDpnDnsnpnDnpDn's'sn'sDnDpD'sDnD'snDpnDnpDpmpnpDpnDpmDpDmpmgmDmpmDpmgpmpgmgRgpgmgpmgRmgmRgRsRmRgRmgRs
DhayavilladhaDharma - Saama - Adi - Basaveshwara	saama	.dsrmmmmggrsrgsr.dsrmpdmmpd'sd'sdpdppmmggrrsrgsr.dssssrmpd'sdpmmggrdddppdmpd'sd'sd'sdpd'sd'sdpmpd'sd's's'r'sd'r's'r'd'sdpdd'sdpdppmmggr
dhEva dhEva - mAyAmALavagowlam - rUpakam - SwathiTirunal	mayamalavagowla	sRgmppppmgmppDpppmmgmpmpgmgRs.nsRgmppmpDpmgmppDpppmmgmpmpgmgRs.nsRgmDDpmgmpDn's'sn'g'R'snDnDpmgmpDpmpmgmgRs.npDpmpppmgmpppDpmpmpDpmgmppmpDnDpmpmpDpmgmppgmppmpDDpDnDn's's's'sn'g'R's'snDn's's'snDpmgmDDpmgmgRs's's'sn'g'R's'snDn's's'R'g'm'g'R'snDpD'R'snDpmgmgRs.npmgmgRs.nsRgmgmpDpmDpmmgpmgRgmpDmpgmgRs.nssRgmgmpDpmDpmmgpmgRsRgmgRssssRgRs.nsRgRgmgpmgRRs
DhEvAdhiDhEva - SunAdhavinodhini - Adi - MysoreVasudevacharya	sunadhavinodhini	sgMdddn's'snndMMgssgMdMgMddn's'g'snnddMndMgsggssgMgMdn's'sn's'g's'g'M'g's'sndMgssss.n.d.nsssgMdndMgsss.n.d.nssgsgMMgMddn'snddMg's'sndn's's'g'g'M'g'g's's's'sndMdn's's'g's'g'M'M'g'g'g's'snddnndn's'snnddMdMgsggggMddnddMMMMgssss.n.d.nss'sgMMdMg
dhEvaki thanaya - Pushpalathika - Roopakam - MysoreVasudevacharya	pushpalathika	pmGrs.N.p.NssrGmpNpN'sNpmpmGrGmpmpmGrss.N.p.NssrGmpNpN'sNpmpmGrGmpmGmGrsr.NssrGmpNpN'sNpmpmGrGmpNpmpNpN's'r'G'm'G'r's'r'sNpNpmGrGmpNpNpmpNpN's'r'G'r'm'G'r's'r'sNpNpmGrGmmmmpppNNN's's's'sN'spNmGrGmppNp'sN'smpmNpN'sNpmGrsr.NspNpmpNpN's's'r'G'r'G'm'G'r's'r'sNpNpmGrGm
dhEvam kavachinam - bangALa - Adi - muthaiah bhAgavathar	bangala	snpmrgrssrgmpmrrp'snp'r'snpmrgrssrgmpmrp's's's'r'g'm'r'r'g'r'snpmp'r's'r'g'm'r'r'g'r's'r'snppmrsrgm's'snpmrgrs.n.prsrsrgmpmrp'snp'r'snp's's'r'g'm'r'g's'r'snp'r'snpmrgrsrgmprppppmrgrssss.n.p.prssrgmpmrrpp'snppmrgm
dhEvar munivar - Shanmukhapriya - Varnam - Adi - Lalgudi G Jayaraman	shanmukhapriya	sNpDN'sN'sNDpMGrsrGMpDN's'r'G's'G'rN'r'sNDpDN'sNDpMGrsrGMpDNNpDNDpMGMDMGrs.NsrGMpDDN's'rN's'r's'r'G'p'M'G'G'rN's'r'G'G'r'sDpDMpDN's'r'sD'r'sD'sDpMGMpMpDN's'r'sD'r'sD'sDpMGMpGsrGMpDN's'r's'r'sD'r'sD'sDpMGMpGsrGMpDN's'r's'r'G'M'p'G'r'spDN's'rNDpsrGMpDNNDpDN'sNDpMpGMpDpGrGMpDNpDMprGMGDGNDpMpDNsrGMpDNDpDN'r'sNDN'G'G'r'sNDNpDMpGNNDpMGrsGrGsr.p.D.NGrsrGNDpDN'G'r'G'p'M'G'r'ssrGNDN'r'sNDpMp.NGrGNDN'G'r'sp's'G'r'sNDpMGrssrGrGMGMpDN's'r'G'r'sNDN's'r'sNDpDN'sNDpMsrGM's'r'G'r'sNDN's'r'sNDpDN'sNDpMsrGMpMGrsND'sNDpMpDN's'G'rN's'r'G'M'G'r's'r'G's'rN'spDNpDMpsrGs'sD
dhEvi ramE- vasantha - Adi - MysoreVasudevacharya	vasantha	sndmmgdmgmgRsmgmdn'sn'g'R'sndndmgmdn'sndndmgRsmgmmgRss.n.d.nsmgmgmdd'sndmgmdn's's's'sndmdndmmgmndn's's'm'g'R's'sndn'R's'snddmgmdnsmgmddmgmgmdn'sndmmgdmgsmgRssRs.n.d.nss.nssmgms's'sndmgmddmdn'sn's's's'm'g'm'g'R's'sn'g'R's'sndn'sndmgmgRss.nssmgmgmdn'sndddmdn'sn's's'm'g'm'm'g'R's'R'sndn's'sndmdmgRsgmdn
dhInabhandhO dhayAsindhO - Nottuswaram - Muthuswami Dikshitar - Thisra Eka -shankarAbharaNam	shankarabharanam	pdpgrgpmmgpmgrgss.d.psspgppgpdpmgmgmmrmpmgrgmpdpmgmrs
dhinamaNi vamsha - harikAmbhOji - Adi - thyAgaraja	harikambhoji	NdpmgrrgmgrssrgmgrrgmpdNdpmggrgrgmggrsgrs.NsrgmprgmpdpdNdpmpmgsrgmpdNdpmgrsgrs.NsrgmgrgmpdN'sNdpmpmgsrgmpdNddpmggrpmmggrsrgmpmgrsrgrrgmpdN's's'r'sNdppdpmgrsrgmpdpdNdpmgrmggrsrs.NsrgmmgrsrgrrgmpdN'spdNdprrgmgrs’Ns.NsrgmpmpdNdN'spdNdpmgpmggrgrgrpmmggrmgrs.N.d.NsmgrsrgmpdN's'r'g'm'g'r'g'r'sdN'spdNdpmgpmggrgrgrpmmggrmgrs.N.d.NsrgmpdN's'r'g'm'g'r'sNdpmgrsrgmpdN's'rmpdN'sdN'sN'sNdpmpdpmgmdN'sdN'sN'r's'sNdNdpmmpdN's'r's'r'sNdN'sNdN'sNNddpmmpdN's'sNdN'sN'r's'sNNddpmmpdN'sdN'sN's'r'g'm'g'g'r'm'g'r's'r'gmpdN'sdN'sN's'r'g'm'g'r'g'm'g'g'r'r's's'r'g'r's'rN'sNNddpdN'spdNdppmgmpmpdN'r's's'r'g'r'sNdNdN'sNNddpdN's'r'g'm'g'r'sgmpdNdpmgmpddN's'rg'm'g'r'spppppmNdppmdppmmgrgmpmNppppgmpdNdpmpdpdpmmgmpmpmgrgmpgmpdNdpmgrrgmgrssrgmmmgrsrgrrrmpdN's'sNdN'sN's's'r'g'm'g'r'g'mg'g'r'r's's'r'g'r's'r'sNNdN'sNNddpdN's'r'g'm'g'r'sgmpdNdpmgmpddN's'r'g'm'g'r's
DhinamumUnnai - Jayanthashri - Varnam - Adi - Varagoor K Muthukumarasami	jayanthashri	sN'sNDmpmGmGsGmDmpmGs.NsGsGmDN'sNDN's'G'sN'sNDNDmpmGmDmDNmpmGmDNDNDmpmGmDN's'sN's'G's'G'm'G'm'G'sNDN's's'G'm'm'G's'sNDNDmpGmDmDN's'sNDNDmDN's'sN'sNDmpmGmGmmpmGsG.NsmGmGmpmDNDmGmGs.NsGsGmpmGsGmDN'sNDNDmpmGsmGsGmDN's'G's's'G'm'G'm'm'p'm'G's'sN'sNDDNDmpmGmDN's'sNDmpmGmDDN's'G'sNDN'sNDmpmGmDNDmpmGsGmDN'sNDN'sNDmDNDmDmpmGmsGmGmDmDNNDNmDNDmpGmDNDNDmpmGmDNDmpmGsGmDmDN's's'G'sNDDNDmpGmDN'sN'sNDNDmpmGsmpmGssGmDN's'G'sN'sN'sNDNDNDDNDmpmGmNDNDN's'sNDN'sN'sNDmDmDmpmGsGmDN's's'G'sNDN'sN'sNDmpmGssGmDN
dhivAkara thanujam - yadhukula kAmbhOji - chathushra Eka - MuthuswamiDikshithar	yadhukula kambhoji	rsddd'sddppmpd'sdpppmpdpmpmgmgmrrsrddd'r's'sddpd'sdd'r's's'sddpppmpmgmgmrrmgss.Nsrrpmgmrsrrpmggmmpmpmpd'sdpmgsrpmgmgmrgrsrgrgrss.p.dsdpmdppmgmgmpmgmgrrsrsmpmpddmppmgppmmpmgmpdpmpmmgmrsrrpmrgmrgrrmggss.p.dsrpmpds.Nsrpmgmgrss.p.dsrpmppmpdmpd'sN's'r'r'r'm'g'r'g'r'sN'sN's'r'g'spd'sdpmgrrmgssrsrrpmpd'sNdNpdpmpdpmpmgmgmrmgrrrrspmgmgrrmgss.p.dsrrppmggmmgmpdNdNNdpmggrmmpddpd's's'sd'sNd'sNdppmgrmgsppNddpmgrmgssrmmggrmpdpppdp's'sN's'r'g'g'r'r'r'r's'sN's's'r'r's'sNNdpmpdpddpd'r'g'r'spmpmpd's's'sNdNdppmpdpmggrrmgsgsrrmgpdpdpmgrpmpddpd's'sd's'r's'r'g's'r'r'm'g'r'g'r'sNpd's'spd'r'sNdpdpmgrmgs
dhuDukugala - Gowlam - Adi - Thyagaraja	gowla	RRpmpmmgmRpmgmRRssRRpmnpppmgmRpmgmRRssRRpmnp'snpnpmgmRpmgmRRs.nsRmRmpmpnpmgmsRRs.nRmRmpmpnpn's'R'snpn's'snpmgmRs.nRmRmpmpnpn's'R'snpn's'R'R'snpmpmgmRs.n'R'R'R'R'R's'R'm's'R'm'R'snpn's'R'R'R'R'R's'R'm'R'm's'R'm'R'snpn's'R'm'R's's'R'snn'snppnpmRmpn'snpmgmRs.nRRs.nsRsss.n.p.m.m.R.m.p.n.p.m.p.nsRRssRsRmmsRm.nsRmmsRgmRRssRRppmRRsssRpmRs.nsRsspmmRRssppmmRs.nsRpmmRsRmpRmp.nsRmmRRsssnpmpnRmpnmpnpn'sRmpn'snpmmRRssRRppRRmmssRR.p.nsRpmmRssnpmpnpn's'R'm'R'sn's'R'm'R'R'sn'R's'snp'snpmRnpmRssRsssRsRmmRpmRnpm'snpm'R'R's'sp'snp'R'snp'snpmnpmRss's'snpmRsppmRsRmpmRsRRmsRm.nsRgmR.nsRsspmRssnppp'snppmRmpnp'snp'R'R'm'R'm's'R'm'R'snpn's'R'snpmRmpnpmRssRs.nsRRs.nsRmmsRmRmsRsssppmRsRmpRmRpmRpmRmsRmRsss.p.n.p.p.n.p.m.p.m.R.p.m.R.m.p.n.pnsRmpnpmRsss's's's'R'R'm'R'm's'R'm'R'snpn's'R's'snppmRspppmmRssRmRmppmgmRgmRsRpmgmRs.n.p.nsRmpnppmpmmm'R'R'R'R's'R'm's'R'm'R'R's'snpn's'R'm'R's's'R'snn'snppnpmRmpn'snpmgmRRs
dhurmArgacharA - ranjani - Roopakam - ThyagarAja	ranjani	srGMMGsrGssndssss.n.dssrsrGMdMMGGsrGssndssssr'sn.dssrsrGMnddMGsrGssndssssr'sn.dssrsrGMMGMdMdMGMGGsrGsssGs.n.dssrsrGMMGMd'sndMGsrGsssGs.n.dssrsrGMMGMd's'r'GndMdGss.nnddMGssrGsrGssrd's's'snd's's's'snd's's'snd's's's'snd's's'snd's's'r'snd's's'snd's'r'G's'r'G's's's'sndMd'G'sndMdMGs'snd's's'snd's'r'G's'r'G'M'G's's'sndMd'G'sndMdMGsdddddMdMGsrGss.ndsrGMdMddddMd'G'sndMdMGsrGss.ndsrGMdM'G'snd'snd's's'sssnd's'snd's's'sndnd's'r'G's'r'G's's'sndMd'G'sndMdMGs
Durbar- Chalamela - Varnam - Adi - Tiruvotriyur Thiyagaiyer	darbar	pmrGGrsr.Nrs.N.d.p.d.NsrsrpmrGrsrpmrGrsrmpmpdN's'rN'spdNpmrGGrsrdNpdmprmrpmrGGrsmmrppmddpmpdNN'spdpdN's'r's'r'G'Gr'sN's'r'sp'sdpmrGGrsrpmrGrs.Nrsr.Ns.d.p.d.NsrsmrpmdpdmpdN'sdpdN's'r's'r'G'G'r's'rNdp's'sppdpmrGrsrppdpmpdpdd'rNNdpmrGGrsrmpdpmpGrsrmpdpmppmrGGrsr.NsrmdpdmprmpsrmpmrGrsr.Ns.d.N.p.d.p.d.NsrmpdsrmpdmpdN'spdN's'rN'G'r's'rN'r'sN'sdpdmprmdN'sppdpmrGGrsr’Ns.d.d.p.d.Ns.NsrmpdN's'r'sN'sdpmdpmrGGrs.NsrmpmpdpmrGrsrmprmpdmpdN'spdN's'rN's'r'G'G'r'sNNdpdN's'rN'spdmprmsrm
durgA lakshmi saraswathi - naLinakAnthi - mishrachApu - ES Sankaranarayanayyar	nalinakanthi	sgrmpn's'snpppmmgrsgrmpnmppn's'r'snpppmmmgrsgrmpnmpn's'g'r'm'g'r'snp'snppmmgrs.n.p.ns.nsgrmpn'snpmgrs.nr.n.p.nsgrmpn's'g'r'm'm'g'r'snpmgrs.n'snpn's'r's'g'r'm'g'r'm'g'g'r's'snpmpn's'r's'g'r'r'p'm'g'r'm'g'g'r's'snpmgrsgrmpn's'r's'g'r'p'm'm'g'g'r's'r'm'g'r'sn'g'rnppn'snp'snpmgrs.nppppmpnnpnmmmmgrsss.n.ps.nsgrrmpnpmp
durgAdEvi - navarasa kannada - Adi - MuthaiahBhagavathar	navarasa kannada	sgmp's'sNdmmggrssgmp'sNNdmpmggrsssgmp's's'r'sNNdmp'sNdmgrssgmp'm'g'g'r'sNdmp'r'sNdmgrssgmp'sp's's'g'm'm'g'g'r's'sNNdmmp's's'g'm'm'g'g'r's'sNNdmp'spp's's'g'm'm'g'g'r's'm'g'r'sNdmp's'sNdmp's'g'm'm'g'g'r's'm'g'r'sNdmp's's'sNNdm'sNdm'sNdmgrsp's's'sNdmp'sp's'g'm'g'r'sNdmgrsssggmmp's'sNNddmgmgp'sNdmgmgrsmgrs'sNdmpp's's'g'g'm'm'g'g'r'r's'sNNddmmgrsmmggrsgmppp's'sNN'sNdmmmggrsgmp'sNNdm
